session,list,trialNr,phrase_item,noun,adj,itemNr,condition_phrFreq,condition_exposure,blocktype,category,phrase_train5,picture_file
train5,list3,33,Apfel_neu,Apfel,neu,1,LFP,SP,ncblock,food,Apfel_neu,apfel_neu.png
train5,list3,34,Ball_rot,Ball,rot,2,HFP,SP,ncblock,tool,Ball_rot,ball_rot.png
train5,list3,35,Blatt_schwarz,Blatt,schwarz,6,LFP,SP,ncblock,nature,Blatt_schwarz,blatt_schwarz.png
train5,list3,36,Brot_neu,Brot,neu,11,LFP,SP,ncblock,food,Brot_neu,brot_neu.png
train5,list3,37,Buch_gruen,Buch,gruen,12,LFP,SP,ncblock,etc,Buch_gruen,buch_gruen.png
train5,list3,38,Burg_alt,Burg,alt,13,HFP,SP,ncblock,building,Burg_alt,burg_alt.png
train5,list3,39,Dach_weiss,Dach,weiss,15,LFP,SN,ncblock,building,Dach_neu,dach_neu.png
train5,list3,40,Ei_weiss,Ei,weiss,16,HFP,SP,ncblock,food,Ei_weiss,ei_weiss.png
train5,list3,41,Fahrrad_klein,Fahrrad,klein,19,LFP,SN,ncblock,transportation,Fahrrad_rot,fahrrad_rot.png
train5,list3,42,Flugzeug_neu,Flugzeug,neu,22,HFP,SP,ncblock,transportation,Flugzeug_neu,flugzeug_neu.png
train5,list3,43,Frau_rot,Frau,rot,23,LFP,SN,ncblock,human,Frau_gruen,frau_gruen.png
train5,list3,44,Hemd_klein,Hemd,klein,27,LFP,SN,ncblock,clothing,Hemd_alt,hemd_alt.png
train5,list3,45,Herd_alt,Herd,alt,28,LFP,SP,ncblock,tool,Herd_alt,herd_alt.png
train5,list3,46,Hose_klein,Hose,klein,29,LFP,SP,ncblock,clothing,Hose_klein,hose_klein.png
train5,list3,47,Hut_klein,Hut,klein,30,LFP,SP,ncblock,clothing,Hut_klein,hut_klein.png
train5,list3,48,Kaffee_neu,Kaffee,neu,31,LFP,SN,ncblock,food,Kaffee_alt,kaffee_alt.png
train5,list3,49,Kamera_neu,Kamera,neu,32,HFP,SN,ncblock,tool,Kamera_gruen,kamera_gruen.png
train5,list3,50,Krone_neu,Krone,neu,36,HFP,SP,ncblock,etc,Krone_neu,krone_neu.png
train5,list3,51,Lampe_rot,Lampe,rot,37,HFP,SP,ncblock,furniture,Lampe_rot,lampe_rot.png
train5,list3,52,Mantel_alt,Mantel,alt,39,LFP,SP,ncblock,clothing,Mantel_alt,mantel_alt.png
train5,list3,53,Mauer_alt,Mauer,alt,40,HFP,SN,ncblock,building,Mauer_klein,mauer_klein.png
train5,list3,54,Nest_klein,Nest,klein,41,HFP,SP,ncblock,building,Nest_klein,nest_klein.png
train5,list3,55,Palast_neu,Palast,neu,43,LFP,SN,ncblock,building,Palast_alt,palast_alt.png
train5,list3,56,Pfeil_gruen,Pfeil,gruen,44,HFP,SP,ncblock,etc,Pfeil_gruen,pfeil_gruen.png
train5,list3,57,Rad_neu,Rad,neu,46,HFP,SN,ncblock,etc,Rad_weiss,rad_weiss.png
train5,list3,58,Topf_gross,Topf,gross,56,HFP,SP,ncblock,tool,Topf_gross,topf_gross.png
train5,list3,59,Turm_alt,Turm,alt,58,HFP,SN,ncblock,building,Turm_klein,turm_klein.png
train5,list3,60,Uhr_gross,Uhr,gross,59,HFP,SP,ncblock,tool,Uhr_gross,uhr_gross.png
train5,list3,61,Wolke_schwarz,Wolke,schwarz,60,HFP,SN,ncblock,nature,Wolke_klein,Wolke_klein.png
train5,list3,62,Wueste_gross,Wueste,gross,61,HFP,SN,ncblock,nature,Wueste_klein,Wueste_klein.png
train5,list3,63,Zeitung_alt,Zeitung,alt,62,HFP,SP,ncblock,etc,Zeitung_alt,zeitung_alt.png
train5,list3,64,Zelt_alt,Zelt,alt,63,LFP,SN,ncblock,building,Zelt_neu,zelt_neu.png
train5,list3,65,Zug_alt,Zug,alt,64,LFP,SN,ncblock,transportation,Zug_neu,zug_neu.png
train5,list3,66,Zweig_gruen,Zweig,gruen,65,HFP,SN,ncblock,nature,Zweig_klein,zweig_klein.png
